time,lon,lat,pm2p5
2021-01-20 16:00:00,18.950000000000006,47.25,9.300781
2021-01-20 17:00:00,18.950000000000006,47.25,11.8203125
2021-01-20 18:00:00,18.950000000000006,47.25,11.902344
2021-01-20 19:00:00,18.950000000000006,47.25,10.265625
2021-01-20 20:00:00,18.950000000000006,47.25,8.3515625
2021-01-20 21:00:00,18.950000000000006,47.25,7.7695312
2021-01-20 22:00:00,18.950000000000006,47.25,8.5859375
2021-01-20 23:00:00,18.950000000000006,47.25,8.972656
2021-01-21 00:00:00,18.950000000000006,47.25,9.359375
2021-01-21 01:00:00,18.950000000000006,47.25,9.0390625
2021-01-21 02:00:00,18.950000000000006,47.25,8.5625
2021-01-21 03:00:00,18.950000000000006,47.25,8.378906
2021-01-21 04:00:00,18.950000000000006,47.25,8.34375
2021-01-21 05:00:00,18.950000000000006,47.25,8.324219
2021-01-21 06:00:00,18.950000000000006,47.25,8.332031
2021-01-21 07:00:00,18.950000000000006,47.25,9.472656
2021-01-21 08:00:00,18.950000000000006,47.25,9.0546875
2021-01-21 09:00:00,18.950000000000006,47.25,8.816406
2021-01-21 10:00:00,18.950000000000006,47.25,8.453125
2021-01-21 11:00:00,18.950000000000006,47.25,7.798828
2021-01-21 12:00:00,18.950000000000006,47.25,7.8808594
2021-01-21 13:00:00,18.950000000000006,47.25,7.9921875
2021-01-21 14:00:00,18.950000000000006,47.25,8.128906
2021-01-21 15:00:00,18.950000000000006,47.25,9.371094
2021-01-21 16:00:00,18.950000000000006,47.25,9.269531
2021-01-21 17:00:00,18.950000000000006,47.25,10.546875
2021-01-21 18:00:00,18.950000000000006,47.25,11.4765625
2021-01-21 19:00:00,18.950000000000006,47.25,11.863281
2021-01-21 20:00:00,18.950000000000006,47.25,11.871094
2021-01-21 21:00:00,18.950000000000006,47.25,11.535156
2021-01-21 22:00:00,18.950000000000006,47.25,11.0
2021-01-21 23:00:00,18.950000000000006,47.25,11.40625
2021-01-22 00:00:00,18.950000000000006,47.25,11.613281
2021-01-22 01:00:00,18.950000000000006,47.25,11.875
2021-01-22 02:00:00,18.950000000000006,47.25,10.339844
2021-01-22 03:00:00,18.950000000000006,47.25,10.953125
2021-01-22 04:00:00,18.950000000000006,47.25,11.78125
2021-01-22 05:00:00,18.950000000000006,47.25,11.660156
2021-01-22 06:00:00,18.950000000000006,47.25,12.214844
2021-01-22 07:00:00,18.950000000000006,47.25,12.9375
2021-01-22 08:00:00,18.950000000000006,47.25,13.6640625
2021-01-22 09:00:00,18.950000000000006,47.25,12.3203125
2021-01-22 10:00:00,18.950000000000006,47.25,11.1796875
2021-01-22 11:00:00,18.950000000000006,47.25,10.1640625
2021-01-22 12:00:00,18.950000000000006,47.25,10.2421875
2021-01-22 13:00:00,18.950000000000006,47.25,11.160156
2021-01-22 14:00:00,18.950000000000006,47.25,12.1015625
2021-01-22 15:00:00,18.950000000000006,47.25,12.246094
2021-01-22 16:00:00,18.950000000000006,47.25,13.4453125
2021-01-22 17:00:00,18.950000000000006,47.25,14.199219
2021-01-22 18:00:00,18.950000000000006,47.25,15.8828125
2021-01-22 19:00:00,18.950000000000006,47.25,17.617188
2021-01-22 20:00:00,18.950000000000006,47.25,17.179688
2021-01-22 21:00:00,18.950000000000006,47.25,16.25
2021-01-22 22:00:00,18.950000000000006,47.25,16.03125
2021-01-22 23:00:00,18.950000000000006,47.25,13.277344
2021-01-23 00:00:00,18.950000000000006,47.25,11.9609375
2021-01-23 01:00:00,18.950000000000006,47.25,12.28125
2021-01-23 02:00:00,18.950000000000006,47.25,11.5234375
2021-01-23 03:00:00,18.950000000000006,47.25,12.75
2021-01-23 04:00:00,18.950000000000006,47.25,11.125
2021-01-23 05:00:00,18.950000000000006,47.25,9.675781
2021-01-23 06:00:00,18.950000000000006,47.25,9.785156
2021-01-23 07:00:00,18.950000000000006,47.25,10.1171875
2021-01-23 08:00:00,18.950000000000006,47.25,10.375
2021-01-23 09:00:00,18.950000000000006,47.25,10.8203125
2021-01-23 10:00:00,18.950000000000006,47.25,11.46875
2021-01-23 11:00:00,18.950000000000006,47.25,11.589844
2021-01-23 12:00:00,18.950000000000006,47.25,11.7890625
2021-01-23 13:00:00,18.950000000000006,47.25,12.082031
2021-01-23 14:00:00,18.950000000000006,47.25,12.019531
2021-01-23 15:00:00,18.950000000000006,47.25,11.5859375
2021-01-23 16:00:00,18.950000000000006,47.25,11.484375
2021-01-23 17:00:00,18.950000000000006,47.25,13.339844
2021-01-23 18:00:00,18.950000000000006,47.25,14.605469
2021-01-23 19:00:00,18.950000000000006,47.25,16.765625
2021-01-23 20:00:00,18.950000000000006,47.25,17.640625
2021-01-23 21:00:00,18.950000000000006,47.25,19.5625
2021-01-23 22:00:00,18.950000000000006,47.25,18.992188
2021-01-23 23:00:00,18.950000000000006,47.25,16.84375
2021-01-24 00:00:00,18.950000000000006,47.25,15.46875
2021-01-24 01:00:00,18.950000000000006,47.25,14.875
2021-01-24 02:00:00,18.950000000000006,47.25,13.3515625
2021-01-24 03:00:00,18.950000000000006,47.25,13.4375
2021-01-24 04:00:00,18.950000000000006,47.25,10.9609375
2021-01-24 05:00:00,18.950000000000006,47.25,9.328125
2021-01-24 06:00:00,18.950000000000006,47.25,7.4257812
2021-01-24 07:00:00,18.950000000000006,47.25,7.220703
2021-01-24 08:00:00,18.950000000000006,47.25,8.1484375
2021-01-24 09:00:00,18.950000000000006,47.25,7.7773438
2021-01-24 10:00:00,18.950000000000006,47.25,7.453125
2021-01-24 11:00:00,18.950000000000006,47.25,6.419922
2021-01-24 12:00:00,18.950000000000006,47.25,5.3496094
2021-01-24 13:00:00,18.950000000000006,47.25,5.1953125
2021-01-24 14:00:00,18.950000000000006,47.25,4.6796875
2021-01-24 15:00:00,18.950000000000006,47.25,6.419922
2021-01-24 16:00:00,18.950000000000006,47.25,10.375
2021-01-24 17:00:00,18.950000000000006,47.25,13.253906
2021-01-24 18:00:00,18.950000000000006,47.25,15.0390625
2021-01-24 19:00:00,18.950000000000006,47.25,16.671875
2021-01-24 20:00:00,18.950000000000006,47.25,15.480469
2021-01-24 21:00:00,18.950000000000006,47.25,12.3046875
2021-01-24 22:00:00,18.950000000000006,47.25,9.09375
