time,tg,hu,rr,pp
2008-05-28,23.779999,56.9,0.0,1014.10004
2008-05-29,19.289999,34.3,0.0,1017.60004
2008-05-30,22.08,50.0,0.0,1013.9
2008-05-31,23.939999,56.4,0.0,1012.7
2008-06-01,22.449999,63.4,3.5,1013.8
2008-06-02,22.869999,43.3,0.0,1015.3
2008-06-03,22.3,49.0,0.0,1013.10004
2008-06-04,20.279999,63.9,9.5,1010.3
2008-06-05,19.67,68.200005,0.0,1009.9
2008-06-06,18.97,67.200005,4.6,1010.8
2008-06-07,17.38,82.8,19.4,1012.0
2008-06-08,18.51,77.700005,6.1,1014.7
2008-06-09,20.16,70.1,0.0,1018.60004
2008-06-10,22.74,59.600002,0.0,1018.60004
2008-06-11,21.449999,69.4,2.7,1013.10004
2008-06-12,19.539999,70.5,0.0,1009.2
2008-06-13,17.539999,60.4,0.0,1007.7
2008-06-14,16.75,58.7,7.3,1011.7
2008-06-15,15.03,74.0,0.0,1011.60004
2008-06-16,17.85,64.9,0.0,1011.9
2008-06-17,19.92,68.4,18.9,1012.5
2008-06-18,18.26,86.700005,11.5,1014.10004
2008-06-19,20.859999,65.9,0.0,1015.9
2008-06-20,23.22,57.5,0.0,1017.4
2008-06-21,24.38,55.7,0.0,1019.9
2008-06-22,25.63,59.8,0.0,1019.9
2008-06-23,26.949999,54.5,0.0,1016.4
2008-06-24,26.439999,57.100002,1.3000001,1015.7
2008-06-25,25.279999,59.5,5.6,1016.5
2008-06-26,25.029999,63.0,4.7000003,1017.7
2008-06-27,23.33,66.1,0.0,1016.3
2008-06-28,22.89,49.7,0.0,1019.0
2008-06-29,23.97,54.0,0.0,1018.9
2008-06-30,21.98,72.6,1.5,1017.8
2008-07-01,23.199999,62.600002,0.0,1017.5
2008-07-02,24.289999,52.600002,0.0,1015.0
2008-07-03,25.14,47.3,1.9,1012.2
2008-07-04,22.76,58.2,0.0,1009.7
2008-07-05,21.01,47.9,0.0,1012.10004
2008-07-06,22.34,45.4,3.7,1012.9
2008-07-07,23.41,61.5,21.800001,1008.7
2008-07-08,18.89,66.1,1.6,1012.8
2008-07-09,19.41,55.3,0.0,1015.7
2008-07-10,20.32,57.8,0.0,1016.4
2008-07-11,23.4,57.4,0.0,1015.0
2008-07-12,25.939999,48.0,0.0,1011.7
2008-07-13,26.17,49.9,2.3,1009.9
2008-07-14,18.939999,79.4,21.5,1013.7
2008-07-15,18.01,70.3,1.2,1019.5
2008-07-16,21.359999,59.600002,0.0,1017.5
2008-07-17,22.6,63.8,13.5,1012.3
2008-07-18,18.35,74.0,0.0,1013.2
2008-07-19,20.859999,59.7,0.0,1015.2
2008-07-20,22.15,65.1,10.0,1013.0
2008-07-21,19.57,60.5,0.0,1013.7
2008-07-22,16.75,63.0,7.4,1015.9
2008-07-23,14.849999,86.0,21.6,1009.7
2008-07-24,18.3,83.3,7.1,1008.9
2008-07-25,20.98,75.3,0.1,1008.0
2008-07-26,22.89,66.200005,0.0,1009.3
2008-07-27,24.689999,55.7,0.0,1013.3
2008-07-28,23.82,54.100002,0.0,1016.4
2008-07-29,24.24,54.0,0.0,1016.9
2008-07-30,24.3,60.7,0.0,1018.5
2008-07-31,24.199999,61.8,0.0,1019.10004
2008-08-01,24.22,61.600002,0.0,1018.10004
2008-08-02,25.32,59.600002,0.0,1016.9
2008-08-03,25.01,61.4,0.0,1015.7
2008-08-04,25.15,61.0,2.4,1012.10004
2008-08-05,21.76,66.1,0.0,1013.8
2008-08-06,21.32,54.0,0.0,1016.7
2008-08-07,21.97,54.2,0.0,1014.2
2008-08-08,23.6,56.4,12.3,1008.60004
2008-08-09,18.869999,74.0,2.5,1010.2
2008-08-10,18.77,57.5,0.0,1013.5
2008-08-11,20.34,60.3,0.0,1012.2
2008-08-12,23.56,53.7,0.0,1008.4
2008-08-13,24.939999,55.5,0.0,1011.8
2008-08-14,26.25,59.7,0.0,1013.9
2008-08-15,27.199999,56.8,0.0,1005.4
2008-08-16,18.39,68.0,0.0,1006.4
2008-08-17,17.77,59.0,0.0,1012.9
2008-08-18,19.449999,55.8,0.0,1017.10004
2008-08-19,21.789999,49.7,0.0,1016.8
2008-08-20,22.91,52.100002,0.0,1014.7
2008-08-21,23.57,47.5,0.0,1018.4
2008-08-22,24.869999,48.600002,0.0,1014.60004
2008-08-23,21.35,59.2,8.3,1009.9
2008-08-24,18.0,65.4,0.0,1012.2
2008-08-25,18.24,57.600002,0.0,1018.0
2008-08-26,20.15,56.9,0.0,1021.4
2008-08-27,21.32,56.7,0.0,1021.0
2008-08-28,22.25,59.100002,0.0,1017.10004
2008-08-29,21.76,56.3,0.0,1014.0
2008-08-30,19.92,47.0,0.0,1017.9
2008-08-31,17.55,49.7,0.0,1021.7
2008-09-01,18.449999,51.5,0.0,1019.4
2008-09-02,20.22,52.600002,0.0,1015.9
2008-09-03,22.25,53.5,0.0,1012.5
2008-09-04,23.96,51.5,0.0,1011.2
2008-09-05,23.89,51.5,0.0,1012.10004
2008-09-06,26.23,47.5,0.0,1010.7
2008-09-07,26.16,49.0,9.2,1010.5
2008-09-08,19.13,73.1,6.0,1016.2
2008-09-09,19.13,62.7,0.0,1020.60004
2008-09-10,19.88,61.7,0.0,1018.5
2008-09-11,21.029999,67.5,0.7,1013.4
2008-09-12,20.279999,66.6,0.0,1009.4
2008-09-13,15.15,54.2,0.0,1014.0
2008-09-14,12.05,55.100002,6.5,1018.60004
2008-09-15,9.92,89.9,17.1,1012.3
2008-09-16,10.719999,86.700005,4.1,1011.2
2008-09-17,10.13,75.6,0.0,1017.8
2008-09-18,10.76,70.9,0.0,1022.0
2008-09-19,10.4,71.4,0.0,1020.2
2008-09-20,10.969999,70.200005,0.0,1019.60004
2008-09-21,11.16,72.8,0.0,1017.60004
2008-09-22,12.219999,71.9,0.0,1015.10004
2008-09-23,12.08,71.700005,0.0,1015.10004
2008-09-24,12.92,72.9,2.5,1017.8
2008-09-25,12.3,76.3,4.3,1021.0
2008-09-26,13.009999,58.2,0.0,1026.0
2008-09-27,13.73,58.3,0.0,1027.9
2008-09-28,13.33,65.0,0.0,1024.7001
2008-09-29,12.28,63.9,0.0,1019.2
2008-09-30,13.28,65.6,0.0,1014.9
2008-10-01,15.009999,66.5,0.0,1010.7
2008-10-02,15.44,72.6,0.0,1009.7
2008-10-03,15.17,77.200005,2.4,1007.7
2008-10-04,10.44,80.1,6.9,1010.10004
2008-10-05,9.78,66.6,0.0,1014.8
2008-10-06,11.67,70.700005,0.0,1015.9
2008-10-07,14.88,74.4,0.0,1018.0
2008-10-08,15.07,75.200005,0.0,1019.60004
2008-10-09,15.36,76.3,0.0,1027.0
2008-10-10,15.0,77.4,0.0,1032.6
2008-10-11,14.219999,79.4,0.0,1033.0
2008-10-12,13.63,78.1,0.0,1029.3
2008-10-13,13.58,78.0,0.0,1024.6
2008-10-14,14.03,77.0,0.0,1021.4
2008-10-15,16.09,77.4,0.0,1019.2
2008-10-16,15.95,72.1,1.5,1013.3
2008-10-17,11.05,60.3,0.0,1016.60004
2008-10-18,8.88,63.5,0.0,1024.9
2008-10-19,8.78,70.3,0.0,1025.8
2008-10-20,9.66,75.8,0.0,1024.9
2008-10-21,11.639999,72.9,0.0,1020.60004
2008-10-22,12.91,74.200005,0.0,1019.60004
2008-10-23,10.75,79.5,0.7,1025.3
2008-10-24,9.13,76.200005,0.0,1028.8
2008-10-25,8.36,77.200005,0.0,1031.7001
2008-10-26,8.76,73.5,0.0,1028.8
2008-10-27,9.349999,73.0,0.0,1017.5
2008-10-28,11.32,71.700005,0.0,1012.7
2008-10-29,12.91,76.200005,4.8,1008.8
2008-10-30,13.88,78.4,4.2000003,1003.10004
2008-10-31,13.13,68.3,0.0,1014.7
2008-11-01,13.799999,76.200005,0.0,1013.7
2008-11-02,14.19,83.4,0.0,1017.9
2008-11-03,13.46,85.8,0.0,1020.9
2008-11-04,12.599999,87.4,0.0,1022.8
2008-11-05,14.599999,78.0,0.0,1020.60004
2008-11-06,13.62,80.8,0.0,1018.9
2008-11-07,13.71,71.8,0.0,1019.3
2008-11-08,12.099999,75.5,1.9,1024.3
2008-11-09,10.24,85.200005,0.0,1030.2001
2008-11-10,8.97,68.6,0.0,1031.7001
2008-11-11,7.25,72.4,0.0,1024.9
2008-11-12,7.1299996,75.6,0.0,1021.60004
2008-11-13,7.9199996,79.9,0.0,1023.4
2008-11-14,9.74,70.9,0.0,1026.9
2008-11-15,7.68,75.5,0.0,1028.8
2008-11-16,5.72,81.4,0.0,1025.1
2008-11-17,6.7,65.1,0.0,1024.1
2008-11-18,2.97,64.5,0.0,1022.2
2008-11-19,2.76,77.6,0.0,1017.5
2008-11-20,6.6499996,62.5,0.0,1011.10004
2008-11-21,6.2599998,78.700005,6.5,998.9
2008-11-22,1.13,66.200005,0.0,994.9
2008-11-23,0.19,68.200005,0.0,1002.60004
2008-11-24,0.48,68.8,5.5,1001.9
2008-11-25,1.5899999,87.1,0.0,1007.4
2008-11-26,1.09,71.0,0.0,1022.3
2008-11-27,2.3999999,66.9,0.0,1026.4
2008-11-28,0.59999996,76.5,6.4,1020.0
2008-11-29,2.69,89.200005,5.3,1006.5
2008-11-30,4.42,90.9,5.1,1010.4
2008-12-01,7.6299996,83.700005,3.9,1007.9
2008-12-02,7.1499996,78.9,3.9,1011.8
2008-12-03,6.42,88.1,0.1,1008.9
2008-12-04,5.39,92.4,5.5,1006.5
2008-12-05,6.75,84.9,7.6,1002.5
2008-12-06,7.5,80.3,0.1,1008.10004
2008-12-07,4.71,75.3,0.0,1015.5
2008-12-08,3.83,70.200005,0.0,1022.60004
2008-12-09,1.65,80.6,0.0,1022.2
2008-12-10,0.95,82.5,0.0,1019.60004
2008-12-11,4.11,67.0,0.0,1016.10004
2008-12-12,5.1,60.9,0.0,1016.0
2008-12-13,4.61,70.700005,0.0,1015.8
2008-12-14,4.66,86.700005,0.0,1017.4
2008-12-15,6.15,79.200005,0.0,1022.2
2008-12-16,6.48,78.8,0.90000004,1021.5
2008-12-17,6.96,84.1,13.7,1013.5
2008-12-18,7.1299996,,14.6,1011.3
2008-12-19,3.1899998,87.4,6.1,1014.2
2008-12-20,4.27,76.8,1.0,1020.7
2008-12-21,5.0299997,66.5,0.0,1023.0
2008-12-22,5.08,77.1,0.0,1025.2001
2008-12-23,5.43,61.2,0.0,1024.2001
2008-12-24,1.4699999,65.6,1.1,1026.9
2008-12-25,0.58,69.4,0.0,1028.0
2008-12-26,0.14,67.9,0.0,1036.4
2008-12-27,-0.69,67.5,0.0,1035.9
2008-12-28,-4.21,76.200005,0.0,1036.7001
2008-12-29,-6.24,90.700005,0.0,1040.0
2008-12-30,-5.0299997,87.6,0.0,1043.1
2008-12-31,-6.42,86.6,0.0,1037.5
2009-01-01,-6.25,84.700005,0.0,1027.2001
2009-01-02,-4.0499997,78.1,0.0,1025.7001
2009-01-03,-4.46,73.9,0.0,1027.3
2009-01-04,-4.95,82.0,0.0,1020.5
2009-01-05,-3.56,72.700005,0.0,1018.7
2009-01-06,-3.9099998,72.3,0.0,1023.7
2009-01-07,-4.83,76.1,0.0,1021.9
2009-01-08,-4.14,64.3,0.0,1030.3
2009-01-09,-6.8399997,71.6,0.0,1035.7001
2009-01-10,-8.54,83.6,0.0,1035.2001
2009-01-11,-6.94,86.700005,0.0,1040.0
2009-01-12,-5.12,77.6,0.0,1038.7001
2009-01-13,-6.2799997,86.5,0.0,1029.2001
2009-01-14,-2.23,83.3,1.3000001,1017.9
2009-01-15,0.29,87.0,1.1,1019.4
2009-01-16,0.65,82.5,0.0,1024.4
2009-01-17,-2.27,87.4,0.0,1026.4
2009-01-18,-2.6299999,,0.0,1017.5
2009-01-19,2.8899999,76.4,0.0,1010.7
2009-01-20,3.4499998,85.700005,0.0,1006.9
2009-01-21,3.51,90.700005,11.1,1007.5
2009-01-22,3.23,92.4,3.4,1006.9
2009-01-23,2.06,93.4,1.2,996.2
2009-01-24,3.34,83.5,0.0,991.10004
2009-01-25,3.27,81.1,0.0,1000.0
2009-01-26,2.69,77.700005,0.0,1005.5
2009-01-27,2.78,87.9,7.4,1008.8
2009-01-28,4.2799997,90.1,11.2,1007.5
2009-01-29,3.9199998,82.4,1.8000001,1012.9
2009-01-30,2.45,68.3,0.0,1020.10004
2009-01-31,1.04,72.9,0.0,1017.9
2009-02-01,0.22999999,86.5,0.0,1017.3
2009-02-02,3.02,77.200005,3.0,1018.60004
2009-02-03,3.31,89.3,7.5,1010.2
2009-02-04,5.2,91.8,1.6,1001.4
2009-02-05,5.0499997,90.1,0.0,1004.60004
2009-02-06,6.75,83.1,0.0,1002.60004
2009-02-07,6.39,86.0,0.2,996.60004
2009-02-08,7.44,85.200005,4.1,992.5
2009-02-09,1.9599999,80.0,1.4,1006.60004
2009-02-10,0.48,80.0,3.3,1006.4
2009-02-11,2.6399999,74.8,0.0,1003.7
2009-02-12,1.3399999,58.7,0.0,1006.4
2009-02-13,-0.65999997,68.1,0.0,1008.4
2009-02-14,0.08,69.6,0.0,1011.7
2009-02-15,-0.35999998,64.6,0.0,1020.2
2009-02-16,-1.25,76.8,2.0,1020.7
2009-02-17,-0.26,90.6,5.1,1011.4
2009-02-18,-2.6699998,73.5,0.0,1017.8
2009-02-19,-3.21,64.200005,0.0,1021.2
2009-02-20,-2.55,72.9,0.0,1025.5
2009-02-21,-1.14,75.3,0.0,1026.4
2009-02-22,-2.87,64.700005,1.0,1024.0
2009-02-23,-1.56,89.1,3.5,1015.5
2009-02-24,-0.65999997,84.6,1.1,1020.2
2009-02-25,1.4399999,72.8,0.0,1027.9
2009-02-26,2.56,72.5,0.0,1021.3
2009-02-27,3.9299998,74.0,1.8000001,1014.4
2009-02-28,5.13,81.5,0.0,1017.2
2009-03-01,4.25,82.200005,0.0,1017.5
2009-03-02,4.41,69.6,0.0,1016.7
2009-03-03,5.5,68.9,0.0,1016.60004
2009-03-04,6.73,83.700005,0.0,1008.4
2009-03-05,7.7799997,85.700005,12.5,991.0
2009-03-06,8.67,83.9,0.0,991.60004
2009-03-07,6.89,77.4,0.0,996.7
2009-03-08,6.18,61.600002,0.0,1005.60004
2009-03-09,6.7,67.9,0.1,1005.4
2009-03-10,5.5,62.0,0.0,1013.7
2009-03-11,4.54,71.0,0.90000004,1012.3
2009-03-12,5.24,64.5,2.3,1019.0
2009-03-13,5.23,78.200005,1.4,1014.60004
2009-03-14,4.81,61.7,0.0,1021.5
2009-03-15,5.08,77.3,1.6,1022.60004
2009-03-16,7.8599997,66.6,0.0,1025.9
2009-03-17,6.52,62.7,0.6,1027.0
2009-03-18,4.83,58.7,0.0,1020.60004
2009-03-19,3.53,52.5,0.0,1018.8
2009-03-20,2.36,64.9,0.0,1023.8
2009-03-21,3.76,51.0,0.0,1023.7
2009-03-22,4.7999997,54.0,0.0,1016.5
2009-03-23,8.559999,54.8,1.8000001,1007.5
2009-03-24,5.4,68.700005,0.0,999.10004
2009-03-25,1.8399999,47.7,0.0,1006.8
2009-03-26,3.84,53.100002,0.0,1010.10004
2009-03-27,6.83,59.100002,0.0,1010.2
2009-03-28,11.86,49.2,0.0,1009.0
2009-03-29,11.219999,73.8,10.6,1008.0
2009-03-30,10.32,79.3,0.0,1013.7
2009-03-31,11.679999,67.700005,0.0,1021.60004
2009-04-01,12.53,56.7,0.0,1019.9
2009-04-02,13.83,43.7,0.0,1021.60004
2009-04-03,14.309999,52.9,0.0,1021.8
2009-04-04,15.349999,55.7,0.0,1018.9
2009-04-05,16.66,48.600002,0.0,1018.4
2009-04-06,16.97,44.5,0.0,1015.9
2009-04-07,16.06,49.600002,0.0,1014.0
2009-04-08,16.49,48.2,0.0,1015.9
2009-04-09,16.75,47.7,0.0,1017.0
2009-04-10,17.279999,48.0,0.0,1014.2
2009-04-11,17.4,48.600002,0.0,1012.10004
2009-04-12,16.68,52.100002,0.0,1011.4
2009-04-13,15.17,49.3,0.0,1009.8
2009-04-14,13.03,63.100002,0.6,1008.8
2009-04-15,14.969999,61.100002,0.0,1012.7
2009-04-16,16.17,44.8,0.0,1013.5
2009-04-17,13.969999,66.700005,1.5,1010.3
2009-04-18,13.92,64.3,0.0,1014.4
2009-04-19,16.21,54.5,0.0,1019.9
2009-04-20,17.67,43.100002,0.0,1020.7
2009-04-21,17.19,33.4,0.0,1018.0
2009-04-22,15.71,44.8,0.0,1015.9
2009-04-23,12.559999,61.9,0.0,1017.4
2009-04-24,15.179999,53.0,0.0,1020.2
2009-04-25,14.79,36.9,0.0,1021.60004
2009-04-26,13.23,44.9,0.0,1022.7
2009-04-27,14.82,39.0,0.0,1017.9
2009-04-28,15.86,38.3,0.0,1011.7
2009-04-29,16.6,37.9,0.0,1009.4
2009-04-30,17.66,43.8,0.0,1008.9
2009-05-01,18.48,38.100002,0.0,1011.5
2009-05-02,12.679999,48.5,0.0,1019.8
2009-05-03,16.71,45.7,0.0,1020.9
2009-05-04,15.91,49.8,0.0,1016.10004
2009-05-05,14.15,51.2,0.0,1017.5
2009-05-06,13.469999,57.0,0.0,1016.8
2009-05-07,15.849999,51.8,0.0,1018.0
2009-05-08,17.64,46.3,0.0,1019.5
2009-05-09,19.109999,48.8,0.0,1020.10004
2009-05-10,20.76,54.8,0.0,1018.60004
2009-05-11,21.64,52.4,0.0,1014.8
2009-05-12,18.38,57.2,0.0,1016.3
2009-05-13,12.599999,53.600002,0.0,1020.60004
2009-05-14,10.26,75.9,1.1,1016.60004
2009-05-15,16.91,59.7,0.0,1012.60004
2009-05-16,19.22,62.7,0.0,1014.2
2009-05-17,20.42,56.600002,0.0,1018.60004
2009-05-18,23.26,46.4,0.0,1017.2
2009-05-19,21.699999,58.5,1.3000001,1018.7
2009-05-20,21.279999,54.3,0.0,1020.4
2009-05-21,21.97,50.5,0.0,1018.0
2009-05-22,23.189999,50.7,0.0,1013.60004
2009-05-23,19.49,44.600002,0.0,1018.7
2009-05-24,17.43,49.2,0.0,1020.0
2009-05-25,22.07,51.4,0.0,1017.10004
2009-05-26,22.74,39.7,0.5,1015.8
2009-05-27,19.75,59.4,1.5,1017.9
2009-05-28,16.71,59.5,0.0,1021.5
2009-05-29,12.45,55.3,0.0,1020.9
2009-05-30,10.889999,72.8,1.3000001,1021.10004
2009-05-31,10.59,85.0,12.0,1020.0
2009-06-01,14.71,76.4,0.0,1016.4
2009-06-02,16.109999,63.2,0.0,1010.7
2009-06-03,17.25,49.8,0.0,1007.0
2009-06-04,14.86,48.5,0.0,1011.8
2009-06-05,14.61,75.1,2.5,1011.3
2009-06-06,21.76,63.0,0.0,1005.10004
2009-06-07,18.539999,74.700005,12.5,1007.3
2009-06-08,19.43,72.5,0.0,1013.60004
2009-06-09,22.67,59.100002,0.0,1013.7
2009-06-10,22.23,60.3,1.1,1015.7
2009-06-11,20.08,69.5,3.9,1013.9
2009-06-12,16.69,53.2,0.0,1017.10004
2009-06-13,16.84,46.100002,0.0,1019.3
2009-06-14,19.57,41.2,0.0,1020.10004
2009-06-15,22.82,52.600002,0.0,1018.10004
2009-06-16,22.72,59.0,1.0,1016.60004
2009-06-17,20.359999,52.0,0.0,1023.0
2009-06-18,21.27,49.9,0.0,1020.4
2009-06-19,24.84,48.3,0.0,1014.9
2009-06-20,17.42,70.9,3.7,1014.10004
2009-06-21,13.98,84.1,1.7,1015.2
2009-06-22,14.7699995,90.9,21.800001,1009.4
2009-06-23,17.699999,84.0,6.8,1008.4
2009-06-24,19.41,78.5,5.8,1008.10004
2009-06-25,20.279999,73.700005,3.0,1007.4
2009-06-26,18.92,84.700005,4.6,1007.8
2009-06-27,20.029999,79.0,0.0,1009.60004
2009-06-28,19.33,87.1,20.4,1011.3
2009-06-29,21.59,75.0,0.0,1014.10004
2009-06-30,23.99,63.5,0.0,1015.3
2009-07-01,24.24,62.600002,0.1,1017.10004
2009-07-02,23.289999,67.9,0.0,1015.5
2009-07-03,23.08,69.9,9.7,1010.9
2009-07-04,23.68,65.8,0.0,1008.2
2009-07-05,23.57,63.5,0.0,1007.3
2009-07-06,23.699999,62.5,2.3,1007.60004
2009-07-07,23.029999,65.700005,0.0,1008.10004
2009-07-08,19.75,63.8,0.0,1010.0
2009-07-09,19.64,54.5,0.0,1014.7
2009-07-10,16.89,71.200005,3.6000001,1014.5
2009-07-11,18.46,59.3,0.0,1014.9
2009-07-12,19.98,50.0,0.0,1014.9
2009-07-13,22.13,57.7,0.0,1015.2
2009-07-14,25.43,56.4,0.0,1015.9
2009-07-15,27.58,54.9,0.0,1017.5
2009-07-16,27.15,55.7,0.0,1018.10004
2009-07-17,26.949999,57.3,0.0,1013.60004
2009-07-18,22.91,69.200005,13.0,1006.60004
2009-07-19,18.88,61.4,0.0,1015.5
2009-07-20,20.01,60.100002,0.0,1020.4
2009-07-21,23.71,56.7,0.0,1018.60004
2009-07-22,25.91,49.4,0.0,1014.8
2009-07-23,26.9,50.600002,0.0,1010.9
2009-07-24,25.84,49.8,1.8000001,1013.8
2009-07-25,20.96,59.600002,0.0,1016.60004
2009-07-26,19.92,53.4,0.0,1021.10004
2009-07-27,20.88,51.4,0.0,1019.4
2009-07-28,23.35,49.5,0.0,1017.7
2009-07-29,24.8,54.2,0.0,1019.0
2009-07-30,25.869999,50.600002,0.0,1017.5
2009-07-31,25.68,46.8,0.0,1018.0
2009-08-01,25.66,50.4,0.0,1016.60004
2009-08-02,27.789999,47.5,0.0,1012.3
2009-08-03,26.3,50.100002,2.4,1012.2
2009-08-04,24.189999,61.600002,1.3000001,1011.5
2009-08-05,20.49,84.700005,11.0,1016.0
2009-08-06,22.43,73.1,0.0,1016.0
2009-08-07,23.72,57.2,0.0,1016.5
2009-08-08,22.88,49.600002,0.0,1017.5
2009-08-09,22.6,47.4,0.0,1018.3
2009-08-10,23.1,48.5,2.1000001,1017.5
2009-08-11,20.38,75.700005,1.5,1015.5
2009-08-12,22.029999,63.7,0.0,1016.9
2009-08-13,22.05,65.5,0.1,1014.9
2009-08-14,19.46,77.9,2.5,1017.3
2009-08-15,20.57,63.7,0.0,1020.60004
2009-08-16,22.869999,58.600002,0.0,1019.0
2009-08-17,24.58,56.9,0.0,1015.7
2009-08-18,24.89,54.5,0.0,1017.0
2009-08-19,22.73,46.600002,0.0,1023.0
2009-08-20,22.71,49.3,0.0,1024.6
2009-08-21,23.47,48.8,0.0,1019.9
2009-08-22,23.769999,58.9,12.2,1016.9
2009-08-23,20.07,77.700005,0.4,1019.4
2009-08-24,18.77,67.5,0.0,1018.10004
2009-08-25,21.43,64.5,0.0,1016.7
2009-08-26,24.1,56.9,0.0,1017.10004
2009-08-27,25.039999,56.4,0.0,1016.8
2009-08-28,25.39,56.100002,0.0,1013.9
2009-08-29,20.43,71.0,2.3,1014.4
2009-08-30,19.199999,52.4,0.0,1020.8
2009-08-31,18.52,52.4,0.0,1022.60004
2009-09-01,20.39,47.7,0.0,1020.0
2009-09-02,21.93,49.2,0.0,1015.4
2009-09-03,24.25,53.4,0.0,1009.60004
2009-09-04,21.35,58.2,10.8,1009.5
2009-09-05,16.14,65.4,0.0,1018.3
2009-09-06,16.64,57.600002,0.0,1022.4
2009-09-07,17.08,57.7,0.0,1024.6
2009-09-08,17.75,57.0,0.0,1025.1
2009-09-09,20.039999,53.3,0.0,1023.4
2009-09-10,21.369999,51.7,0.0,1021.3
2009-09-11,21.949999,50.100002,0.0,1019.0
2009-09-12,22.08,49.100002,0.0,1016.4
2009-09-13,19.27,56.7,0.0,1014.4
2009-09-14,18.57,65.700005,1.6,1015.5
2009-09-15,20.52,62.3,0.0,1017.7
2009-09-16,21.32,58.100002,0.0,1015.2
2009-09-17,18.279999,81.8,6.3,1013.3
2009-09-18,19.43,75.6,0.0,1017.4
2009-09-19,17.97,60.100002,0.0,1019.4
2009-09-20,17.66,60.5,0.0,1020.0
2009-09-21,18.19,62.0,0.0,1022.4
2009-09-22,18.85,60.7,0.0,1024.7001
2009-09-23,19.24,59.9,0.0,1024.7001
2009-09-24,19.59,61.100002,0.0,1020.3
2009-09-25,18.48,61.8,0.0,1021.3
2009-09-26,16.699999,56.9,0.0,1026.4
2009-09-27,16.33,61.600002,0.0,1026.8
2009-09-28,17.46,60.8,0.0,1021.7
2009-09-29,18.09,57.8,0.0,1015.7
2009-09-30,16.88,64.3,0.0,1016.7
2009-10-01,16.89,64.1,0.1,1012.9
2009-10-02,14.99,53.4,0.0,1014.7
2009-10-03,12.3,60.600002,0.0,1017.5
2009-10-04,12.889999,57.7,0.0,1015.5
2009-10-05,14.5,59.3,0.0,1019.10004
2009-10-06,18.48,59.9,0.0,1018.7
2009-10-07,19.8,68.200005,0.0,1018.8
2009-10-08,19.52,69.8,0.0,1015.2
2009-10-09,18.46,66.9,0.0,1017.2
2009-10-10,15.799999,60.600002,13.900001,1015.7
2009-10-11,13.7,82.200005,4.7000003,1012.60004
2009-10-12,10.469999,86.4,16.0,1006.2
2009-10-13,7.97,61.100002,0.0,1007.8
2009-10-14,4.5699997,74.0,2.2,1012.3
2009-10-15,3.6599998,81.1,0.0,1017.2
2009-10-16,5.25,71.5,0.0,1018.60004
2009-10-17,5.8599997,81.0,0.0,1017.0
2009-10-18,4.12,83.8,0.0,1018.7
2009-10-19,6.0499997,77.6,1.8000001,1018.0
2009-10-20,6.25,87.9,0.0,1016.5
2009-10-21,7.73,82.5,0.0,1016.2
2009-10-22,13.34,69.3,3.5,1010.3
2009-10-23,13.889999,90.6,1.3000001,1009.7
2009-10-24,13.2,85.9,0.0,1013.4
2009-10-25,12.5199995,81.200005,0.0,1018.8
2009-10-26,12.759999,91.700005,0.2,1020.0
2009-10-27,12.49,76.1,0.0,1020.0
2009-10-28,11.08,74.3,0.0,1020.10004
2009-10-29,8.69,79.200005,0.0,1020.60004
2009-10-30,6.49,66.8,0.0,1028.4
2009-10-31,3.62,76.200005,0.0,1030.0
2009-11-01,2.1499999,78.1,0.0,1026.1
2009-11-02,3.57,70.1,0.0,1015.3
2009-11-03,2.73,64.9,0.0,1005.2
2009-11-04,3.3,73.4,3.9,1003.7
2009-11-05,4.56,87.3,2.3,1008.0
2009-11-06,6.33,86.5,2.7,1012.3
2009-11-07,7.73,92.3,0.0,1008.10004
2009-11-08,9.61,,18.2,1004.60004
2009-11-09,10.2699995,93.1,6.3,1007.9
2009-11-10,8.59,,27.1,1003.5
2009-11-11,5.3199997,88.3,9.5,1001.7
2009-11-12,7.44,75.1,0.0,1011.60004
2009-11-13,7.3999996,80.1,0.0,1020.0
2009-11-14,6.97,89.200005,0.0,1020.8
2009-11-15,10.32,80.200005,0.0,1017.10004
2009-11-16,7.8399997,91.3,0.0,1017.10004
2009-11-17,9.42,,0.0,1018.9
2009-11-18,9.55,91.3,1.1,1023.10004
2009-11-19,9.54,82.4,0.0,1027.0
2009-11-20,5.7599998,,0.0,1029.6
2009-11-21,5.9,,0.0,1029.5
2009-11-22,5.7599998,93.700005,0.0,1022.7
2009-11-23,5.95,92.5,0.0,1019.0
2009-11-24,6.33,92.3,0.90000004,1017.2
2009-11-25,10.5,79.1,0.0,1018.5
2009-11-26,7.0699997,89.8,0.0,1017.2
2009-11-27,8.9,89.700005,1.7,1015.3
2009-11-28,7.1499996,90.200005,1.4,1015.10004
2009-11-29,5.89,86.6,0.0,1016.2
2009-11-30,8.349999,79.700005,0.0,1008.9
2009-12-01,9.599999,85.8,6.1,1006.0
2009-12-02,5.33,80.8,0.0,1015.8
2009-12-03,3.79,91.3,0.0,1014.5
2009-12-04,5.87,92.700005,0.0,1011.10004
2009-12-05,5.22,87.8,0.0,1016.60004
2009-12-06,4.56,86.0,0.0,1020.0
2009-12-07,4.47,92.200005,0.0,1019.8
2009-12-08,4.19,,17.6,1015.5
2009-12-09,6.22,86.4,0.0,1018.7
2009-12-10,4.98,82.5,1.5,1023.3
